siteName,taxonPercent,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,age (Calander Years BP),chronologyID,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,precip1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmax1,tmean1,tmax2,tmin2,tmean2,tmax3,tmin3,tmean3,tmin4,tmax4,tmean4,tmin5,tmax5,tmean5,tmin6,tmax6,tmean6,tmin7,tmax7,tmean7,tmin8,tmax8,tmean8,tmin9,tmax9,tmean9,tmin10,tmax10,tmean10,tmin11,tmax11,tmean11,tmin12,tmax12,tmean12
Almora Lake,48.36448598,46.206111,-95.293611,437,30,554.5,5,11290,,,Radiocarbon years BP,,22,207,428,29,39,30,pollen,Core,16.10000038,13.30000019,26.20000076,43.70000076,61.29999924,74.59999847,65.30000305,66.5,64.09999847,48.60000229,27.39999962,17.10000038,-29.23999977,-17.6099987,-23.42499924,-14.5899992,-26.02999878,-20.30999899,-6.739999771,-16.13999939,-11.43999958,-4.859999657,4.809999943,-0.024999857,4.579999924,15.19999981,9.889999867,11.92999935,23.02999878,17.47999907,15.60999966,27.39999962,21.50499964,13.78999996,25.22999954,19.50999975,7.039999962,16.98999977,12.01499987,-1.809999943,7.21999979,2.704999924,-13.09999943,-5.589999676,-9.344999552,-23.92000008,-14.55999947,-19.23999977
Houghton Bog,47.81931464,42.541667,-78.670278,428,1080,941,1,11290,,,Radiocarbon years BP,,525,307,642,28,31,1113,pollen,Core,72.59999847,58.60000229,64.90000153,73.40000153,76.09999847,81.30000305,72.59999847,88.5,95.5,90.40000153,89.59999847,78.90000153,-17.86999893,-8.119999886,-12.99499941,-8.349999428,-18.67000008,-13.50999975,-3.419999838,-13.64999962,-8.534999728,-6.639999866,4.139999866,-1.25,1.899999976,12.67000008,7.285000026,9.869999886,21,15.43499994,14.32999992,24.96999931,19.64999962,13.61999989,23.54999924,18.58499956,8.279999733,17.48999977,12.88499975,0.25,9.079999924,4.664999962,-6.899999619,1,-2.949999809,-14.0199995,-5.779999733,-9.899999619
Basswood Road Lake/Splan Pond,48.24561404,45.255556,-67.330556,106,2959,531,1,11288,,,Radiocarbon years BP,,1483,165,342,27,41,3775,pollen,Core,83.20000458,74.30000305,87.09999847,81.70000458,78.09999847,90.5,83.30000305,86.70000458,99.80000305,100.3000031,94,98.09999847,-24.51000023,-13.17000008,-18.84000015,-12.17000008,-23.6099987,-17.88999939,-7.289999962,-16.28999901,-11.78999949,-8.599999428,-0.140000001,-4.369999714,-1.019999981,8.630000114,3.805000067,5.629999638,16.19999886,10.91499925,9.649999619,20.35000038,15,8.340000153,19.11999893,13.72999954,2.429999828,12.7699995,7.599999666,-4.589999676,5.019999981,0.215000153,-11.50999928,-2.99000001,-7.249999642,-20.28999901,-10.21999931,-15.25499916
Moon Lake,60,46.85592,-98.15984,444,1711,2388,0.8,11287,,,Radiocarbon years BP,,835,316.5,527.5,26,35,1768,pollen,Core,12.90000057,13.40000057,25.20000076,41.5,65.80000305,79.5,56.79999924,53.20000076,49.90000153,42.10000229,19.60000038,11.69999981,-27.67000008,-16.55999947,-22.11499977,-13.52999973,-24.65999985,-19.09499979,-5.369999886,-15.39999962,-10.38499975,-4.769999981,6.75,0.99000001,4.319999695,16.79999924,10.55999947,12.09000015,24.1099987,18.09999943,15.71000004,28.86999893,22.28999949,13.67999935,27.07999992,20.37999964,6.279999733,18.52999878,12.40499926,-2.679999828,8.489999771,2.904999971,-13.38000011,-4.400000095,-8.890000105,-23.14999962,-13.32999992,-18.23999977
Disterhaft Farm Bog,66.66666667,43.916944,-89.166944,244,680,705,1,11279,,,Radiocarbon years BP,,322,120,180,17,19,700,pollen,Core,24.60000038,23.70000076,38,60.40000153,67.20000458,69.30000305,61.5,73.20000458,84.59999847,59.60000229,50.20000076,30.39999962,-24.97999954,-13.67999935,-19.32999945,-12.09000015,-23.29999924,-17.69499969,-5.349999905,-14.67000008,-10.00999999,-4.710000038,4.849999905,0.069999933,4.179999828,14.71000004,9.444999933,11.92000008,23.65999985,17.78999996,15.75,28.04999924,21.89999962,14.23999977,25.59999847,19.91999912,8.269999504,18.5,13.38499975,-0.119999997,9.239999771,4.559999887,-10.02999973,-1.879999995,-5.954999864,-19.6099987,-10.59999943,-15.10499907
Loon Pond,73.7654321,45.033333,-68.2,110,1611,1375,1,11279,,,Radiocarbon years BP,,751,239,324,18,26,1663,pollen,Core,66.40000153,57.60000229,74.30000305,73.09999847,74.90000153,84.90000153,84,82.40000153,90.30000305,90.30000305,82.30000305,77.90000153,-26.11999893,-14.56999969,-20.34499931,-13.86999989,-25.13999939,-19.50499964,-8.909999847,-17.61999893,-13.26499939,-9.649999619,-1.090000033,-5.369999826,-1.24000001,9.010000229,3.88500011,6.089999676,17.54999924,11.81999946,10.57999992,22.43999863,16.50999928,8.510000229,20.5,14.50500011,2,13.17999935,7.589999676,-5.769999981,4.369999886,-0.700000048,-13.09999943,-4.449999809,-8.774999619,-21.97999954,-11.71999931,-16.84999943
Titicut Swamp,62.08791209,41.95,-71.033333,20,2554,810,1,11273,,,Radiocarbon years BP,,1260,113,182,14,16,2645,pollen,Core,99.09999847,85.90000153,98.90000153,91.30000305,80.90000153,79.20000458,81.59999847,98.70000458,88.09999847,82.20000458,97.20000458,105.4000015,-15.35999966,-3.929999828,-9.644999743,-4.059999943,-15.38000011,-9.720000029,-0.589999974,-10.55000019,-5.570000082,-4.079999924,5.889999866,0.904999971,3.730000019,14.42000008,9.075000048,11.67000008,22.71999931,17.19499969,16.40999985,27.28999901,21.84999943,14.88000011,25.46999931,20.17499971,8.409999847,19.17000008,13.78999996,0.280000001,11.23999977,5.759999886,-6.509999752,3.99000001,-1.259999871,-12.52999973,-1.839999914,-7.184999824
Protection Bog,64.16666667,42.622222,-78.466667,430,1914,626.5,1,11272,,,Radiocarbon years BP,,995,385,600,25,29,1980,pollen,Core,64.20000458,46.5,51.5,54.79999924,58.20000076,72.5,72.90000153,76.30000305,70.5,65.30000305,68.80000305,66.90000153,-18.63999939,-7.690000057,-13.16499972,-7.659999847,-19.23999977,-13.44999981,-3.139999866,-14.44999981,-8.794999838,-7.21999979,4.799999714,-1.210000038,1.360000014,13.84999943,7.604999721,9.539999962,22.21999931,15.87999964,13.44999981,26.04999924,19.74999952,11.96000004,23.80999947,17.88499975,5.839999676,17.18000031,11.50999999,-2.329999924,8.399999619,3.034999847,-8.88999939,0.199999988,-4.344999701,-15.21999931,-5.909999847,-10.56499958
Lake A,51.11731844,53.2375,-105.725,440,1543,590,,11269,,,Radiocarbon years BP,,662,183,358,10,11,1583,pollen,Core,24.5,18.30000114,26,31.89999962,45.29999924,71.40000153,65,58.70000076,51.20000076,33.5,30,27.30000114,-32.45000076,-20.52000046,-26.48500061,-16.19999886,-29.5,-22.84999943,-8.779999733,-22.02000046,-15.4000001,-9.25,3.649999857,-2.800000072,-0.059999999,14.34999943,7.144999715,7.849999905,20.61999893,14.23499942,11.55000019,24.05999947,17.80499983,8.449999809,21.40999985,14.92999983,-0.629999995,12.10999966,5.739999831,-9.029999733,2.529999971,-3.249999881,-19.51000023,-10.2699995,-14.88999987,-28.76999855,-18.03999901,-23.40499878
Disterhaft Farm Bog,55.68862275,43.916944,-89.166944,244,680,700,1,11268,,,Radiocarbon years BP,,1395,186,334,24,26,3081,pollen,Core,26.89999962,24.80000114,37,55.90000153,62.20000076,66.80000305,60.79999924,72,81.40000153,57.90000153,51.20000076,32.90000153,-24.71999931,-12.98999977,-18.85499954,-11.14999962,-22.67000008,-16.90999985,-4.349999905,-13.85999966,-9.104999781,-3.889999866,5.699999809,0.904999971,4.839999676,15.21999931,10.02999949,12.27999973,23.72999954,18.00499964,15.68999958,27.73999977,21.71499968,13.72999954,25.02999878,19.37999916,7.399999619,17.86999893,12.63499928,-1.069999933,8.769999504,3.849999785,-10.75,-2.00999999,-6.379999995,-19.85000038,-10.30000019,-15.07500029
Iola Bog,40.18987342,44.5,-89.116944,258,1117,768,1,11267,,,Radiocarbon years BP,,543,127,316,19,22,1151,pollen,Core,25.39999962,22.80000114,36.40000153,54.20000076,65.30000305,66.5,60.60000229,69,80.80000305,57.5,48.79999924,30.60000038,-26.32999992,-14.10999966,-20.21999979,-12.21999931,-24.53999901,-18.37999916,-5.339999676,-15,-10.16999984,-4.859999657,4.650000095,-0.104999781,3.899999857,14.54999924,9.224999547,11.46000004,22.69999886,17.07999945,14.88000011,26.96999931,20.92499971,12.88000011,24.26000023,18.57000017,6.089999676,16.94000053,11.5150001,-2.25999999,7.829999924,2.784999967,-12.05999947,-3.220000029,-7.639999747,-21.59000015,-11.55999947,-16.57499981
Madelia,60.25878004,44.08333333,-94.41666667,303,13287,252.5,,11267,,,Radiocarbon years BP,,11460,326,541,19,20,19812,pollen,Excavation,21.60000038,20.80000114,36.40000153,50.29999924,70.70000458,90.5,71.09999847,77.90000153,66.09999847,45,32.60000229,23.5,-24.96999931,-13.39999962,-19.18499947,-10.47999954,-21.40999985,-15.94499969,-2.950000048,-12.11999989,-7.534999967,-1.719999909,8.260000229,3.27000016,7.049999714,17.87999916,12.46499944,14.42999935,25.23999977,19.83499956,17.39999962,28.97999954,23.18999958,15.43999958,26.53999901,20.98999929,8.849999428,19.62999916,14.23999929,-0.159999996,10.09999943,4.969999716,-10.5199995,-1.789999962,-6.154999733,-20.27000046,-10.22999954,-15.25
Lake Mendota,45.88528678,43.1,-89.416667,257,1679,285.5,,11263,,,Radiocarbon years BP,,1435,184,401,29,34,3488,pollen,Core,26,25.39999962,45.5,68.20000458,69.70000458,69.59999847,59.70000076,70.70000458,88.5,63.10000229,53.79999924,33.5,-22.02000046,-12,-17.01000023,-9.880000114,-19.94999886,-14.91499949,-2.809999943,-11.80999947,-7.309999704,-2.690000057,7.21999979,2.264999866,5.230000019,16.37999916,10.80499959,12.15999985,24.21999931,18.18999958,15.53999996,27.82999992,21.68499994,13.82999992,25.19999886,19.51499939,7.869999886,18.20999908,13.03999949,-0.01,9.289999962,4.639999981,-8.970000267,-1.149999976,-5.060000122,-17.79999924,-9.420000076,-13.60999966
Wendel site,54.97185741,46.433115,-98.28941,423,10080,605,1,11262,,,Radiocarbon years BP,,8064,146.5,266.5,17,23,15153,pollen,Core,12.30000019,13.80000019,23.5,47,70.09999847,82.59999847,63,57.79999924,52.90000153,39.60000229,22.39999962,12.5,-25.44999886,-14.90999985,-20.17999935,-11.0199995,-21.57999992,-16.29999971,-2.599999905,-12.10999966,-7.354999781,-1.519999981,9.789999962,4.13499999,7.5,19.57999992,13.53999996,14.53999996,26.73999977,20.63999987,17.65999985,30.94999886,24.30499935,15.04999924,28.51999855,21.78499889,7.699999809,19.93999863,13.81999922,-1.49000001,9.63999939,4.07499969,-11.88999939,-2.939999819,-7.414999604,-21.18000031,-11.88000011,-16.53000021
Wolf Creek,51.84501845,46.116667,-94.116667,375,2932,550,,11259,,,Radiocarbon years BP,,1352,562,1084,31,34,3029,pollen,Core,13.90000057,12.10000038,27.10000038,44.10000229,62.10000229,68.59999847,55.90000153,61,57.79999924,47.29999924,28.89999962,15.30000019,-28.06999969,-16.5,-22.28499985,-12.88999939,-24.42000008,-18.65499973,-4.579999924,-13.97999954,-9.279999733,-2.75,6.759999752,2.004999876,6.369999886,17.02999878,11.69999933,13.13000011,24.43999863,18.78499937,16.35000038,28.21999931,22.28499985,14.03999996,25.47999954,19.75999975,7.210000038,17.02999878,12.11999941,-1.629999995,7.389999866,2.879999936,-12.50999928,-5.109999657,-8.809999466,-23.09000015,-13.84999943,-18.46999979
Williams Street Bog,41.42502071,41.9,-71.066667,5,2538,388,,11253,,,Radiocarbon years BP,,1238,500,1207,28,35,2628,pollen,Core,87.70000458,79.40000153,100.8000031,98.80000305,86.59999847,79.90000153,80.20000458,101,97,92.09999847,101.7000046,98.20000458,-14.54999924,-3.00999999,-8.779999614,-3.210000038,-14.68999958,-8.949999809,0.409999996,-9.699999809,-4.644999906,-3.359999895,6.759999752,1.699999928,3.899999857,14.75999928,9.329999566,11.15999985,22.42000008,16.78999996,15.8399992,26.87999916,21.35999918,15.04999924,25.65999985,20.35499954,9.769999504,20.36999893,15.06999922,2.389999866,13.10999966,7.749999762,-4.480000019,5.859999657,0.689999819,-11.17000008,-0.5,-5.835000038
Kellners Lake,51.28205128,44.238056,-87.848056,261,1411,1030,1,11245,,,Radiocarbon years BP,,599,160,312,21,25,1448,pollen,Core,28.5,27,42.79999924,56.90000153,57.20000076,53,44.20000076,59.20000076,82.09999847,71.59999847,60.5,39.20000076,-21.3599987,-11.18999958,-16.27499914,-9.409999847,-19.68999863,-14.54999924,-3.399999857,-12.31999969,-7.859999776,-3.689999819,5.210000038,0.76000011,3.569999933,13.82999992,8.699999928,10.68999958,21.32999992,16.00999975,14.44999981,25.18999863,19.81999922,13.47999954,23.09000015,18.28499985,7.96999979,16.88999939,12.42999959,0.289999992,8.300000191,4.295000091,-8.279999733,-0.949999988,-4.614999861,-17.02999878,-8.409999847,-12.71999931
Hansen Marsh,42.5170068,43.439585,-89.670815,381,973,195,1,11241,,,Radiocarbon years BP,,490,125,294,21,24,1004,pollen,Core,22.80000114,25.60000038,45.70000076,78.40000153,86.5,86.30000305,72.80000305,83.30000305,86.80000305,58.29999924,48.70000076,30.39999962,-24.51999855,-14.18999958,-19.35499907,-10.96000004,-21.17000008,-16.06500006,-1.969999909,-11.25999928,-6.614999592,-1.00999999,9.18999958,4.089999795,6.879999638,17.77999878,12.32999921,12.71999931,24.55999947,18.63999939,15.07999992,27.29999924,21.18999958,13.07999992,24.61999893,18.84999943,7.230000019,18.04999924,12.63999963,-0.899999976,9.179999352,4.139999688,-10.73999977,-2.279999971,-6.509999871,-20.28999901,-11.53999996,-15.91499949
Portage Lake,54.39330544,47.081,-94.113,397,1901,840,,11240,,,Radiocarbon years BP,,976,130,239,21,25,1966,pollen,Core,13.80000019,11.5,25.20000076,46.29999924,62.20000076,62.29999924,56.10000229,60.60000229,69,59.10000229,31.60000038,16.60000038,-31.48999977,-19.81999969,-25.65499973,-15.07999992,-27.43999863,-21.25999928,-5.679999828,-16.34000015,-11.00999999,-3.929999828,6.699999809,1.38499999,5.400000095,17.17000008,11.28500009,12.30000019,23.84000015,18.07000017,15.17000008,26.81999969,20.99499989,12.59000015,24.18999863,18.38999939,5.710000038,16.07999992,10.89499998,-3.199999809,6.019999981,1.410000086,-14.42000008,-7.299999714,-10.8599999,-26.32999992,-16.89999962,-21.61499977
Tom Swamp,42.33274127,42.516667,-72.2125,231,562,1015,,11239,,,Radiocarbon years BP,,1493,715,1689,34,39,3789,pollen,Composite,79.40000153,68.30000305,85.20000458,87.40000153,91.20000458,92.80000305,99.40000153,98.5,99.09999847,89.09999847,92.5,87,-20.09000015,-7.629999638,-13.8599999,-5.960000038,-19.14999962,-12.55499983,-0.049999997,-12.31999969,-6.184999846,-4.809999943,8.840000153,2.015000105,3.119999886,17.85000038,10.48500013,9.969999313,24.46999931,17.21999931,13.36999989,27.59999847,20.48499918,11.40999985,25.23999977,18.32499981,5.109999657,18.52999878,11.81999922,-3.049999952,10.22999954,3.589999795,-9.779999733,1.169999957,-4.304999888,-16.89999962,-6.069999695,-11.48499966
E Lake,70.08547009,50.69095,-99.65835,735,770,435,,11234,,,Radiocarbon years BP,,1399,82,117,7,7,3125,pollen,Core,15.5,13.60000038,25.39999962,29.80000114,53.60000229,83.20000458,59.90000153,66.80000305,61.90000153,40.40000153,23.20000076,16.70000076,-34.96999741,-22.39999962,-28.68499851,-18.26000023,-31.72999954,-24.99499989,-9.789999962,-22.59000015,-16.19000006,-9.840000153,3.049999952,-3.3950001,0.25999999,13.88000011,7.070000052,7.869999886,20.60000038,14.23500013,11.56999969,24.13999939,17.85499954,8.539999962,21.20999908,14.87499952,0.419999987,12,6.209999993,-8.710000038,1.639999986,-3.535000026,-19.84000015,-11.07999992,-15.46000004,-30.46999931,-19.06999969,-24.7699995
Lily Lake (US:Minnesota),46.51162791,45.05,-92.825,258,1586,2140,,11233,,,Radiocarbon years BP,,719,280,602,28,37,1633,pollen,Core,19.89999962,17.10000038,35.40000153,50.20000076,68.80000305,75.90000153,68.5,64.90000153,65.90000153,49,35,21.39999962,-27.1099987,-15.65999985,-21.38499928,-12.57999992,-23.80999947,-18.19499969,-5.109999657,-13.69999981,-9.404999733,-2.579999924,6.449999809,1.934999943,6.75,16.63999939,11.69499969,13.84999943,24.51999855,19.18499899,17.32999992,28.51999855,22.92499924,15.19999981,25.82999992,20.51499987,8.479999542,17.81999969,13.14999962,-0.610000014,8.069999695,3.72999984,-11.60999966,-4.079999924,-7.84499979,-22.13999939,-12.79999924,-17.46999931
Jewell Site,50.67567568,42.26,-93.7,317,1220,802,,11227,,,Radiocarbon years BP,,565,300,592,35,40,1255,pollen,Core,25.5,27.89999962,50.79999924,71.40000153,96.59999847,108.0999985,86.90000153,86.40000153,80.59999847,51.40000153,39.90000153,28.80000114,-21.93000031,-10.89999962,-16.41499996,-7.859999657,-18.54999924,-13.20499945,0.059999999,-9.340000153,-4.640000077,0.539999962,10.34000015,5.440000057,9.319999695,19.13999939,14.22999954,16.47999954,26.44999886,21.4649992,19.51000023,29.84000015,24.67500019,17.65999985,27.62999916,22.6449995,11.17999935,20.96999931,16.07499933,2.24000001,12.05000019,7.1450001,-8.179999352,0.75999999,-3.709999681,-17.89999962,-8.179999352,-13.03999949
Seidel,61.53846154,44.45,-87.515556,211,2274,678,1,11227,,,Radiocarbon years BP,,1477,40,65,11,13,3620,pollen,Core,34.10000229,31.60000038,46.29999924,58.40000153,59.60000229,58.40000153,48.79999924,60.40000153,74.40000153,62.70000076,57.79999924,43.29999924,-22.76000023,-12.43999958,-17.5999999,-10.89999962,-21.15999985,-16.02999973,-5.21999979,-13.86999989,-9.544999838,-4.96999979,3.539999962,-0.714999914,2.99000001,12.89999962,7.944999814,10.94999981,21.42000008,16.18499994,15.04999924,25.76999855,20.40999889,13.72999954,23.3599987,18.54499912,7.369999886,16.28999901,11.82999945,-1.019999981,7.009999752,2.994999886,-9.859999657,-2.440000057,-6.149999857,-18.51000023,-9.710000038,-14.11000013
Moon Lake,60.43478261,46.85592,-98.15984,444,1711,2384,0.8,11223,,,Radiocarbon years BP,,835,347.5,575,25,35,1768,pollen,Core,11.69999981,13.90000057,33.29999924,62.5,88.90000153,81.40000153,50.70000076,50.70000076,57.79999924,52.5,22,11.10000038,-27.05999947,-16.42000008,-21.73999977,-13.31999969,-23.76000023,-18.53999996,-5.039999962,-14.36999989,-9.704999924,-3.799999952,7.230000019,1.715000033,5.019999981,17.39999962,11.2099998,12.40999985,24.77999878,18.59499931,15.65999985,29.53999901,22.59999943,13.36999989,27.69999886,20.53499937,5.869999886,19.03999901,12.45499945,-3,8.859999657,2.929999828,-13.46000004,-4.150000095,-8.805000067,-22.87999916,-13.17000008,-18.02499962
Decoy Lake,78.51458886,43.233333,-80.366667,260,656,470,1,11220,,,Radiocarbon years BP,,298,296,377,22,23,672,pollen,Core,50.29999924,47.70000076,55.29999924,64.59999847,74.40000153,61.40000153,73.30000305,72.40000153,76.90000153,70,69.30000305,60.20000076,-19.78999901,-10.26000023,-15.02499962,-9.989999771,-19.81999969,-14.90499973,-4.909999847,-13.96000004,-9.434999943,-5.730000019,4.349999905,-0.690000057,2.369999886,13.73999977,8.054999828,9.5,21.27999878,15.38999939,13.25999928,25.32999992,19.2949996,11.82999992,23.09000015,17.46000004,5.819999695,16.36999893,11.09499931,-2.450000048,7.210000038,2.379999995,-8.779999733,-1.209999919,-4.994999826,-16.01000023,-8.069999695,-12.03999996
Hafichuk Site,58.33333333,50.320556,-105.883889,740,969,450,,11213,,,Radiocarbon years BP,,483,175,300,11,11,1000,pollen,Section,13.69999981,14,17.5,21.20000076,49.40000153,66.70000458,52.70000076,46.60000229,38.40000153,22.70000076,14.80000019,16.89999962,-26.1099987,-15.55999947,-20.83499908,-11.59999943,-22.59000015,-17.09499979,-4.619999886,-15.54999924,-10.08499956,-4.920000076,7.960000038,1.519999981,3.449999809,17.69000053,10.57000017,10.78999996,24.18999863,17.48999929,14.25999928,28.93000031,21.59499979,11.55999947,26.6099987,19.08499908,3.369999886,17.31999969,10.34499979,-5.210000038,7.429999828,1.109999895,-14.46999931,-4.319999695,-9.394999504,-22.47999954,-12.30000019,-17.38999987
Reidel Lake,68.1547619,46.211944,-95.284167,443,1979,1856,0.5,11212,,,Radiocarbon years BP,,1044,229,336,23,30,2053,pollen,Core,15.5,14.19999981,31.20000076,52.90000153,65.5,64.59999847,49.29999924,49.79999924,52.90000153,43.90000153,25.5,15.80000019,-28.67000008,-17.02999878,-22.84999943,-13.88999939,-25.27999878,-19.58499908,-5.879999638,-15.21000004,-10.54499984,-3.74000001,5.829999924,1.044999957,5.849999905,16.28999901,11.06999946,13.2699995,24.1099987,18.6899991,16.86999893,28.44999886,22.65999889,14.81999969,26.20999908,20.51499939,7.759999752,17.88999939,12.82499957,-1.329999924,8.019999504,3.34499979,-12.71000004,-4.909999847,-8.809999943,-23.47999954,-13.97999954,-18.72999954
